age_restriction,categories,dates,description,favorites_count,foreign_url,images,phone,place,price,subway,timetable,title
12+,['theater'],"[{'start': 1669478400, 'end': 1669564800}, {'start': 1670342400, 'end': 1670342400}, {'start': 1673190000, 'end': 1673190000}, {'start': 1674057600, 'end': 1674057600}, {'start': 1676718000, 'end': 1676718000}, {'start': 1676736000, 'end': 1676736000}, {'start': 1678896000, 'end': 1678896000}, {'start': 1679587200, 'end': 1679587200}, {'start': 1680796800, 'end': 1680796800}, {'start': 1682524800, 'end': 1682524800}, {'start': 1683907200, 'end': 1683907200}, {'start': 1685635200, 'end': 1685635200}, {'start': 1687449600, 'end': 1687449600}, {'start': 1689264000, 'end': 1689264000}, {'start': 1696435200, 'end': 1696435200}, {'start': 1699268400, 'end': 1699268400}, {'start': 1699286400, 'end': 1699286400}, {'start': 1701705600, 'end': 1701705600}, {'start': 1704452400, 'end': 1704452400}, {'start': 1704470400, 'end': 1704470400}, {'start': 1708254000, 'end': 1708254000}, {'start': 1708272000, 'end': 1708272000}, {'start': 1710259200, 'end': 1710259200}, {'start': 1711987200, 'end': 1711987200}, {'start': 1713888000, 'end': 1713888000}, {'start': 1714579200, 'end': 1714579200}, {'start': 1716048000, 'end': 1716048000}]",<p>Пронзительная история любви на фоне тревожной эпохи Ивана Грозного — яркий мюзикл с интригующим сюжетом и музыкой Аркадия Укупника. </p>,1,https://kudago.com/msk/event/teatr-knyaz-serebryanyij/,https://media.kudago.com/images/event/8e/e7/8ee7da869eba1e077cccc10558cb0d5d.jpg,,3846,от 1500 рублей,,,мюзикл «Князь Серебряный» в Московском театре оперетты
0,['tour'],"[{'start': 1635840000, 'end': 1635840000}, {'start': 1635926400, 'end': 1635926400}, {'start': 1636185600, 'end': 1636185600}, {'start': 1636405200, 'end': 1640725200}, {'start': 1641110400, 'end': 1641110400}, {'start': 1641283200, 'end': 1641456000}, {'start': 1641628800, 'end': 1641628800}, {'start': 1646082000, 'end': 1648414800}, {'start': 1648933200, 'end': 1651179600}, {'start': 1660078800, 'end': 1661893200}, {'start': 1661979600, 'end': 1667163600}, {'start': 1667250000, 'end': 1682888400}, {'start': 1683792000, 'end': 1683792000}, {'start': 1706734800, 'end': 1723410000}]","<p>В самом центре Москвы покоятся люди, творившие историю Советского Союза. Экскурсанты пройдутся по <a class=""external-link"" href=""https://experience.tripster.ru/experience/16191/?utm_source=kudago&utm_medium=cpc&utm_campaign=offline2024_msk&utm_content=16191&erid=2SDnjdvjeG8"" rel=""nofollow"" target=""_blank""><strong>расположенному у Красной площади некрополю</strong></a> и посетят знаменитую усыпальницу Ленина. Гид расскажет факты о личностях, чьи захоронения встретятся по пути, и познакомит с деятельностью научно-исследовательской лаборатории при Мавзолее. </p>",9,https://kudago.com/msk/event/ekskursiya-tajnyi-kremlyovskogo-nekropolya-i-mavzoleya-lenina/,https://media.kudago.com/images/event/59/d3/59d3eec2a98eddd6406ce81cc6faa8f7.jpg,,,"от 600 до 800 рублей, детям до 5 лет бесплатно",,,экскурсия «Тайны Кремлёвского некрополя и Мавзолея Ленина»
16+,['theater'],"[{'start': 1708790400, 'end': 1708799400}, {'start': 1708876800, 'end': 1708885800}, {'start': 1709913600, 'end': 1709922600}, {'start': 1711123200, 'end': 1711132200}, {'start': 1712332800, 'end': 1712341800}, {'start': 1713628800, 'end': 1713637800}, {'start': 1714752000, 'end': 1714761000}, {'start': 1716048000, 'end': 1716057000}]",<p>Бенефис Ольги Яковлевой в спектакле по пьесе современного драматурга Ярославы Пулинович.</p>,0,https://kudago.com/msk/event/teatr-zharkoe-kovidnoe-leto/,https://media.kudago.com/images/event/ee/91/ee910b6ab0aacbd27459a38385238267.jpg,,1059,от 1500 руб.,,,спектакль «Жаркое ковидное лето» в МХТ имени Чехова
16+,['theater'],"[{'start': 1651512600, 'end': 1651512600}, {'start': 1651599000, 'end': 1651599000}, {'start': 1651685400, 'end': 1651685400}, {'start': 1653138000, 'end': 1653138000}, {'start': 1653224400, 'end': 1653224400}, {'start': 1654345800, 'end': 1654345800}, {'start': 1654430400, 'end': 1654430400}, {'start': 1654538400, 'end': 1654797600}, {'start': 1661968800, 'end': 1661968800}, {'start': 1662055200, 'end': 1662055200}, {'start': 1662228000, 'end': 1662314400}, {'start': 1662213600, 'end': 1662213600}, {'start': 1663502400, 'end': 1663502400}, {'start': 1663696800, 'end': 1663696800}, {'start': 1682962200, 'end': 1683055800}, {'start': 1683480600, 'end': 1683574200}, {'start': 1684949400, 'end': 1685129400}, {'start': 1685728800, 'end': 1685736000}, {'start': 1686421800, 'end': 1686429000}, {'start': 1693411200, 'end': 1693418400}, {'start': 1693584000, 'end': 1693591200}, {'start': 1693672200, 'end': 1693679400}, {'start': 1695052800, 'end': 1695060000}, {'start': 1715608800, 'end': 1715788800}, {'start': 1715623200, 'end': 1715803200}]",<p>Жизнь Москвы глазами кота — спектакль-странствие по роману Григория Служителя идёт в Театральном дворе. </p>,0,https://kudago.com/msk/event/teatr-dni-saveliya/,https://media.kudago.com/images/event/82/5f/825f6ad902008f9a97ff45a76ce37520.jpg,,907,3500 рублей,,,спектакль «Дни Савелия» в РАМТе
16+,['theater'],"[{'start': 1675612800, 'end': 1675612800}, {'start': 1675699200, 'end': 1675699200}, {'start': 1676131200, 'end': 1676131200}, {'start': 1676995200, 'end': 1677006000}, {'start': 1677081600, 'end': 1677092400}, {'start': 1678464000, 'end': 1678561200}, {'start': 1679500800, 'end': 1679511600}, {'start': 1680019200, 'end': 1680030000}, {'start': 1680710400, 'end': 1680721200}, {'start': 1681488000, 'end': 1681498800}, {'start': 1682006400, 'end': 1682017200}, {'start': 1683129600, 'end': 1683140400}, {'start': 1683820800, 'end': 1683831600}, {'start': 1684684800, 'end': 1684695600}, {'start': 1685721600, 'end': 1685818800}, {'start': 1687017600, 'end': 1687028400}, {'start': 1688745600, 'end': 1688756400}, {'start': 1695139200, 'end': 1695150000}, {'start': 1695916800, 'end': 1695927600}, {'start': 1697040000, 'end': 1697050800}, {'start': 1698163200, 'end': 1698174000}, {'start': 1700064000, 'end': 1700161200}, {'start': 1701792000, 'end': 1701802800}, {'start': 1703001600, 'end': 1703012400}, {'start': 1705161600, 'end': 1705258800}, {'start': 1707926400, 'end': 1708023600}, {'start': 1710864000, 'end': 1710961200}, {'start': 1712160000, 'end': 1712170800}, {'start': 1713974400, 'end': 1713985200}, {'start': 1715702400, 'end': 1715713200}, {'start': 1716307200, 'end': 1716318000}]","<p>Спектакль по пьесе Михаила Булгакова о вневременных проблемах русской истории, созданный с помощью современных театральных средств.</p>",1,https://kudago.com/msk/event/teatr-beg-2023/,https://media.kudago.com/images/event/19/66/196677027e527722ebb1ba9d87cdb6a2.jpg,,1960,от 2000 рублей,,,спектакль «Бег» в театре «Ленком»
0,['tour'],"[{'start': 1635886800, 'end': 1648674000}, {'start': 1636029000, 'end': 1636029000}, {'start': 1641126600, 'end': 1641126600}, {'start': 1641299400, 'end': 1641299400}, {'start': 1641558600, 'end': 1641558600}, {'start': 1667250000, 'end': 1682888400}, {'start': 1683111600, 'end': 1683111600}, {'start': 1683234000, 'end': 1683579600}, {'start': 1693602000, 'end': 1694293200}, {'start': 1694552400, 'end': 1698786000}, {'start': 1699272000, 'end': 1699272000}, {'start': 1699390800, 'end': 1704056400}, {'start': 1704056400, 'end': 1704661200}, {'start': 1704711600, 'end': 1704711600}, {'start': 1706734800, 'end': 1723410000}, {'start': 1709888400, 'end': 1709888400}]","<p>Сталинские высотки — <a class=""external-link"" href=""https://experience.tripster.ru/experience/28749/?utm_source=kudago&utm_medium=cpc&utm_campaign=offline2024_msk&utm_content=28749&erid=2SDnjdvjeG8"" rel=""nofollow"" target=""_blank""><strong>семь величественных зданий</strong></a>, выполненных в особенном архитектурном стиле и удивляющих полётом инженерной мысли. На комфортабельном автобусе экскурсанты проедут по знаковым местам Москвы и познакомятся с особенностями строительства этих выдающихся советских памятников архитектуры. </p>",11,https://kudago.com/msk/event/ekskursiya-sekretyi-stalinskih-vyisotok/,https://media.kudago.com/images/event/d8/93/d893dd031fb7290f5a5b88a87068cebf.png,,,от 1000 до 1200 рублей,,,автобусная экскурсия «Секреты сталинских высоток»
18+,['education'],"[{'start': -62135433000, 'end': 253370754000}]","<p>За пять недель слушатели курса научатся составлять <a class=""external-link"" href=""https://videoforme.ru/course/florist-designer-moskva?utm_source=kudago_paid&utm_medium=affiliate&utm_campaign=florist-designer-moskva&erid=2SDnjdA7EAc"" rel=""nofollow"" target=""_blank""><strong>яркие букеты из цветов</strong></a>, фруктов и овощей, а также красочно оформлять торжественные мероприятия.</p>",7,https://kudago.com/msk/event/obuchenie-florist-dizajner/,https://media.kudago.com/images/event/7d/4b/7d4baa7b4cd6d6948120045a0d1e36a4.jpg,,32604,от 24500 до 40900 рублей,,,курс «Флорист-дизайнер»
16+,['theater'],"[{'start': 1583424000, 'end': 1583424000}, {'start': 1603296000, 'end': 1603305600}, {'start': 1604592000, 'end': 1604601600}, {'start': 1607356800, 'end': 1607452800}, {'start': 1614182400, 'end': 1614278400}, {'start': 1615132800, 'end': 1615142400}, {'start': 1615737600, 'end': 1615747200}, {'start': 1618761600, 'end': 1618771200}, {'start': 1621267200, 'end': 1621276800}, {'start': 1625068800, 'end': 1625078400}, {'start': 1626796800, 'end': 1626892800}, {'start': 1636560000, 'end': 1636656000}, {'start': 1646841600, 'end': 1646851500}, {'start': 1647273600, 'end': 1647283500}, {'start': 1648051200, 'end': 1648061100}, {'start': 1650297600, 'end': 1650307500}, {'start': 1653235200, 'end': 1653245100}, {'start': 1658332800, 'end': 1658342700}, {'start': 1665504000, 'end': 1665513900}, {'start': 1708876800, 'end': 1708886400}, {'start': 1710000000, 'end': 1710009600}, {'start': 1710864000, 'end': 1710873600}, {'start': 1712851200, 'end': 1712947200}, {'start': 1714320000, 'end': 1714329600}, {'start': 1715184000, 'end': 1715193600}, {'start': 1715702400, 'end': 1715712000}, {'start': 1716134400, 'end': 1716144000}]","<p>Пьеса американского драматурга Уильяма Гибсона, по которой в 1962 году Волчек поставила свой первый спектакль. В главный ролях —  Юрий Чурсин и Татьяна Бабенкова.</p>
",43,https://kudago.com/msk/event/spektakl-dvoe-na-kachelyah-v-teatre-sovremennik/,https://media.kudago.com/images/event/4c/d4/4cd4a23c93fc3b7f91abdf1a407d0181.jpg,,1067,от 500 до 15000 рублей,,,спектакль «Двое на качелях» в Театре «Современник»
16+,['theater'],"[{'start': 1670601600, 'end': 1670688000}, {'start': 1672329600, 'end': 1672416000}, {'start': 1673712000, 'end': 1673798400}, {'start': 1675180800, 'end': 1675180800}, {'start': 1675267200, 'end': 1675267200}, {'start': 1677168000, 'end': 1677176100}, {'start': 1678377600, 'end': 1678385700}, {'start': 1680105600, 'end': 1680113700}, {'start': 1680710400, 'end': 1680718500}, {'start': 1682870400, 'end': 1682878500}, {'start': 1684339200, 'end': 1684347300}, {'start': 1686326400, 'end': 1686334500}, {'start': 1700064000, 'end': 1700072100}, {'start': 1701792000, 'end': 1701792000}, {'start': 1703865600, 'end': 1703873700}, {'start': 1705852800, 'end': 1705860900}, {'start': 1708444800, 'end': 1708452900}, {'start': 1709913600, 'end': 1709921700}, {'start': 1712160000, 'end': 1712168100}, {'start': 1715702400, 'end': 1715710500}]","<p>Что делать, если долги растут, а погасить их за счёт жены невозможно? Найти другую жену!</p>",1,https://kudago.com/msk/event/teatr-krasavets-muzhchina-201764/,https://media.kudago.com/images/event/24/29/2429c109f6f9d6ae5195e8881cd838ad.jpg,,2953,от 700 до 8000 рублей,,,спектакль «Красавец мужчина» в Театре имени Пушкина
6+,['tour'],"[{'start': 1621026000, 'end': 1637010000}, {'start': 1647550800, 'end': 1655326800}, {'start': 1656662400, 'end': 1656860400}, {'start': 1657008000, 'end': 1657033200}, {'start': 1667250000, 'end': 1675198800}, {'start': 1675198800, 'end': 1682888400}, {'start': 1683320400, 'end': 1683493200}, {'start': 1683666000, 'end': 1691960400}, {'start': 1693083600, 'end': 1698786000}, {'start': 1700514000, 'end': 1701032400}, {'start': 1701118800, 'end': 1704056400}, {'start': 1704834000, 'end': 1706475600}, {'start': 1715029200, 'end': 1719781200}]","<p>«Явление Христа народу», «Грачи прилетели», «Богатыри», «Девочка с персиками» — в Третьяковской галерее собраны шедевры русской живописи. По ним можно изучать историю и найти ключ к понимаю загадочной русской души. На <a class=""external-link"" href=""https://experience.tripster.ru/experience/26898/?utm_source=kudago&utm_medium=cpc&utm_campaign=offline2024_msk&utm_content=26898&erid=2SDnjdvjeG8"" rel=""nofollow"" target=""_blank""><strong>экскурсии по залам «Третьяковки»</strong></a> вы познакомитесь с историей галереи и её самыми значимыми экспонатами.</p>",16,https://kudago.com/msk/event/ekskursiya-ekskursiya-progulka-po-tretyakovskoj-galerei/,https://media.kudago.com/images/event/63/89/6389bdbd7978f13bebcc7261a26375b6.png,,,7100 рублей за группу до двух человек,,,экскурсия-прогулка по Третьяковской галерее
12+,"['theater', 'kids']","[{'start': 1663257600, 'end': 1663257600}, {'start': 1663344000, 'end': 1663344000}, {'start': 1664017200, 'end': 1664017200}, {'start': 1664035200, 'end': 1664035200}, {'start': 1665313200, 'end': 1665313200}, {'start': 1665331200, 'end': 1665331200}, {'start': 1666436400, 'end': 1666446000}, {'start': 1666454400, 'end': 1666464000}, {'start': 1667473200, 'end': 1667482800}, {'start': 1667491200, 'end': 1667500800}, {'start': 1669114800, 'end': 1669124400}, {'start': 1669132800, 'end': 1669142400}, {'start': 1671274800, 'end': 1671284400}, {'start': 1671292800, 'end': 1671302400}, {'start': 1673089200, 'end': 1673098800}, {'start': 1673107200, 'end': 1673116800}, {'start': 1674298800, 'end': 1674308400}, {'start': 1674316800, 'end': 1674326400}, {'start': 1676199600, 'end': 1676209200}, {'start': 1676217600, 'end': 1676227200}, {'start': 1677236400, 'end': 1677246000}, {'start': 1677254400, 'end': 1677264000}, {'start': 1678273200, 'end': 1678282800}, {'start': 1678287600, 'end': 1678297200}, {'start': 1679569200, 'end': 1679578800}, {'start': 1679583600, 'end': 1679593200}, {'start': 1681038000, 'end': 1681047600}, {'start': 1681052400, 'end': 1681062000}, {'start': 1682766000, 'end': 1682775600}, {'start': 1682780400, 'end': 1682790000}, {'start': 1683975600, 'end': 1683985200}, {'start': 1683990000, 'end': 1683999600}, {'start': 1685271600, 'end': 1685281200}, {'start': 1685286000, 'end': 1685295600}, {'start': 1687086000, 'end': 1687095600}, {'start': 1687100400, 'end': 1687110000}, {'start': 1695466800, 'end': 1695476400}, {'start': 1695481200, 'end': 1695490800}, {'start': 1697886000, 'end': 1697895600}, {'start': 1697900400, 'end': 1697910000}, {'start': 1699696800, 'end': 1699706400}, {'start': 1699714800, 'end': 1699724400}, {'start': 1700560800, 'end': 1700570400}, {'start': 1700578800, 'end': 1700588400}, {'start': 1702807200, 'end': 1702816800}, {'start': 1702825200, 'end': 1702834800}, {'start': 1703325600, 'end': 1703335200}, {'start': 1703343600, 'end': 1703353200}, {'start': 1704448800, 'end': 1704458400}, {'start': 1704466800, 'end': 1704476400}, {'start': 1706349600, 'end': 1706359200}, {'start': 1706367600, 'end': 1706377200}, {'start': 1707645600, 'end': 1707655200}, {'start': 1707663600, 'end': 1707673200}, {'start': 1708855200, 'end': 1708864800}, {'start': 1708873200, 'end': 1708882800}, {'start': 1709978400, 'end': 1709988000}, {'start': 1709996400, 'end': 1710006000}, {'start': 1711447200, 'end': 1711456800}, {'start': 1711465200, 'end': 1711474800}, {'start': 1712484000, 'end': 1712493600}, {'start': 1712502000, 'end': 1712511600}, {'start': 1713693600, 'end': 1713703200}, {'start': 1713711600, 'end': 1713721200}, {'start': 1716112800, 'end': 1716122400}, {'start': 1716130800, 'end': 1716140400}]","<p>Приключенческий роман превращается на сцене в роман взросления, где главный герой должен сразиться с собственными страхами.</p>",5,https://kudago.com/msk/event/teatr-ostrov-sokrovisch-2022/,https://media.kudago.com/images/event/0a/bf/0abf1240a11713f3e64f535c71043d8d.jpg,,907,от 2500 рублей,,,спектакль «Остров сокровищ» в РАМТе
